Number of Dyck words is 5
Processing Dyck words, elapsed time = 52μs 
Dyck words use ~ 69.000000 bytes
Using 190 / 192 threads
Number of palindromic Dyck words is 3
Number of non-palindromic Dyck words is 1
Thread 0 has load 2
Thread 1 has load 1
Thread 2 has load 0
Thread 3 has load 0
Thread 0 is finished, elapsed time = 9465ns 
Thread 1 is finished, elapsed time = 5910ns 
Thread 2 is finished, elapsed time = 2309ns 
Thread 3 is finished, elapsed time = 2158ns 
Thread 4 is finished, elapsed time = 4594ns 
Thread 5 is finished, elapsed time = 1841ns 
Thread 6 is finished, elapsed time = 2028ns 
Thread 7 is finished, elapsed time = 1796ns 
Thread 8 is finished, elapsed time = 4565ns 
Thread 9 is finished, elapsed time = 2002ns 
Thread 10 is finished, elapsed time = 1912ns 
Thread 11 is finished, elapsed time = 2014ns 
Thread 12 is finished, elapsed time = 5223ns 
Thread 13 is finished, elapsed time = 1641ns 
Thread 14 is finished, elapsed time = 1957ns 
Thread 15 is finished, elapsed time = 1637ns 
Thread 16 is finished, elapsed time = 5349ns 
Thread 17 is finished, elapsed time = 2399ns 
Thread 18 is finished, elapsed time = 1477ns 
Thread 19 is finished, elapsed time = 1791ns 
Thread 20 is finished, elapsed time = 3918ns 
Thread 21 is finished, elapsed time = 1838ns 
Thread 22 is finished, elapsed time = 1584ns 
Thread 23 is finished, elapsed time = 2628ns 
Thread 24 is finished, elapsed time = 4549ns 
Thread 25 is finished, elapsed time = 2246ns 
Thread 26 is finished, elapsed time = 1652ns 
Thread 27 is finished, elapsed time = 1681ns 
Thread 28 is finished, elapsed time = 3654ns 
Thread 29 is finished, elapsed time = 1578ns 
Thread 30 is finished, elapsed time = 1619ns 
Thread 31 is finished, elapsed time = 3388ns 
Thread 32 is finished, elapsed time = 5238ns 
Thread 33 is finished, elapsed time = 1666ns 
Thread 34 is finished, elapsed time = 1768ns 
Thread 35 is finished, elapsed time = 1412ns 
Thread 36 is finished, elapsed time = 5011ns 
Thread 37 is finished, elapsed time = 1938ns 
Thread 38 is finished, elapsed time = 1627ns 
Thread 39 is finished, elapsed time = 1457ns 
Thread 40 is finished, elapsed time = 4726ns 
Thread 41 is finished, elapsed time = 1476ns 
Thread 42 is finished, elapsed time = 1791ns 
Thread 43 is finished, elapsed time = 1478ns 
Thread 44 is finished, elapsed time = 4628ns 
Thread 45 is finished, elapsed time = 1527ns 
Thread 46 is finished, elapsed time = 1795ns 
Thread 47 is finished, elapsed time = 1476ns 
Thread 48 is finished, elapsed time = 5369ns 
Thread 49 is finished, elapsed time = 1422ns 
Thread 50 is finished, elapsed time = 1709ns 
Thread 51 is finished, elapsed time = 1443ns 
Thread 52 is finished, elapsed time = 4631ns 
Thread 53 is finished, elapsed time = 1552ns 
Thread 54 is finished, elapsed time = 1912ns 
Thread 55 is finished, elapsed time = 1556ns 
Thread 56 is finished, elapsed time = 5672ns 
Thread 57 is finished, elapsed time = 1502ns 
Thread 58 is finished, elapsed time = 1636ns 
Thread 59 is finished, elapsed time = 1553ns 
Thread 60 is finished, elapsed time = 5353ns 
Thread 61 is finished, elapsed time = 1428ns 
Thread 62 is finished, elapsed time = 1819ns 
Thread 63 is finished, elapsed time = 1593ns 
Thread 64 is finished, elapsed time = 5326ns 
Thread 65 is finished, elapsed time = 1521ns 
Thread 66 is finished, elapsed time = 1608ns 
Thread 67 is finished, elapsed time = 1353ns 
Thread 68 is finished, elapsed time = 5065ns 
Thread 69 is finished, elapsed time = 1469ns 
Thread 70 is finished, elapsed time = 1772ns 
Thread 71 is finished, elapsed time = 1471ns 
Thread 72 is finished, elapsed time = 5503ns 
Thread 73 is finished, elapsed time = 1879ns 
Thread 74 is finished, elapsed time = 1764ns 
Thread 75 is finished, elapsed time = 1539ns 
Thread 76 is finished, elapsed time = 4895ns 
Thread 77 is finished, elapsed time = 1486ns 
Thread 78 is finished, elapsed time = 1734ns 
Thread 79 is finished, elapsed time = 1353ns 
Thread 80 is finished, elapsed time = 9883ns 
Thread 81 is finished, elapsed time = 1762ns 
Thread 82 is finished, elapsed time = 1641ns 
Thread 83 is finished, elapsed time = 1529ns 
Thread 84 is finished, elapsed time = 5865ns 
Thread 85 is finished, elapsed time = 1495ns 
Thread 86 is finished, elapsed time = 1855ns 
Thread 87 is finished, elapsed time = 1644ns 
Thread 88 is finished, elapsed time = 4730ns 
Thread 89 is finished, elapsed time = 1545ns 
Thread 90 is finished, elapsed time = 1836ns 
Thread 91 is finished, elapsed time = 1473ns 
Thread 92 is finished, elapsed time = 4656ns 
Thread 93 is finished, elapsed time = 1573ns 
Thread 94 is finished, elapsed time = 1832ns 
Thread 95 is finished, elapsed time = 1414ns 
Thread 96 is finished, elapsed time = 4611ns 
Thread 97 is finished, elapsed time = 1418ns 
Thread 98 is finished, elapsed time = 1734ns 
Thread 99 is finished, elapsed time = 1528ns 
Thread 100 is finished, elapsed time = 4402ns 
Thread 101 is finished, elapsed time = 1594ns 
Thread 102 is finished, elapsed time = 1783ns 
Thread 103 is finished, elapsed time = 1435ns 
Thread 104 is finished, elapsed time = 4072ns 
Thread 105 is finished, elapsed time = 1627ns 
Thread 106 is finished, elapsed time = 2029ns 
Thread 107 is finished, elapsed time = 1616ns 
Thread 108 is finished, elapsed time = 4071ns 
